1000	0	1.92071e-06	1.92071e-06\\  0
1250	0.003135	0.000109584	0.000109584\\  0.00231413
1500	0.022922	0.000293323	0.000293323\\  0.0125432
1750	0.049529	0.000425255	0.000425255\\  0.0269631
2000	0.0763879	0.000520602	0.000520602\\  0.0429128
2250	0.1015	0.000591888	0.000591888\\  0.0590957
2500	0.123821	0.000645566	0.000645566\\  0.0746925
2750	0.144336	0.000688789	0.000688789\\  0.0896158
3000	0.16294	0.000723834	0.000723834\\  0.103745
3250	0.180778	0.000754259	0.000754259\\  0.117226
3500	0.198066	0.000781126	0.000781126\\  0.130157
3750	0.215879	0.000806387	0.000806387\\  0.14269
4000	0.231168	0.000826278	0.000826278\\  0.154671

1000	0	1.92071e-06	1.92071e-06\\  0
1250	0.002815	0.00010386	0.00010386\\  0.00207679
1500	0.022648	0.000291605	0.000291605\\  0.0122525
1750	0.0501649	0.000427833	0.000427833\\  0.0269417
2000	0.0765499	0.000521108	0.000521108\\  0.042976
2250	0.101558	0.000592038	0.000592038\\  0.0591057
2500	0.12297	0.000643656	0.000643656\\  0.0745375
2750	0.143722	0.000687569	0.000687569\\  0.089373
3000	0.163038	0.000724009	0.000724009\\  0.103551
3250	0.180573	0.000753925	0.000753925\\  0.117028
3500	0.198827	0.000782253	0.000782253\\  0.130039
3750	0.215354	0.000805675	0.000805675\\  0.142531
4000	0.2302	0.000825065	0.000825065\\  0.15445

1000	5.99999e-06	5.17083e-06	5.17083e-06\\  7.93334e-06
1250	0.00297	0.000106671	0.000106671\\  0.00218986
1500	0.02224	0.000289027	0.000289027\\  0.0121526
1750	0.049272	0.000424207	0.000424207\\  0.0265783
2000	0.0767969	0.000521878	0.000521878\\  0.0427261
2250	0.101892	0.000592901	0.000592901\\  0.0589976
2500	0.123355	0.000644522	0.000644522\\  0.0745447
2750	0.144054	0.000688229	0.000688229\\  0.0894169
3000	0.163115	0.000724147	0.000724147\\  0.103586
3250	0.181113	0.000754803	0.000754803\\  0.117129
3500	0.198949	0.000782434	0.000782434\\  0.130148
3750	0.21533	0.000805643	0.000805643\\  0.142622
4000	0.231126	0.000826225	0.000826225\\  0.154609

1000	0	1.92071e-06	1.92071e-06\\  0
1250	0.00309	0.000108798	0.000108798\\  0.00227083
1500	0.022128	0.000288315	0.000288315\\  0.012146
1750	0.049948	0.000426955	0.000426955\\  0.0268256
2000	0.0771889	0.000523097	0.000523097\\  0.0430497
2250	0.101096	0.000590842	0.000590842\\  0.0590789
2500	0.123913	0.000645772	0.000645772\\  0.0747227
2750	0.144125	0.00068837	0.00068837\\  0.0895897
3000	0.162891	0.000723746	0.000723746\\  0.103707
3250	0.181122	0.000754818	0.000754818\\  0.117193
3500	0.198262	0.000781417	0.000781417\\  0.130141
3750	0.215373	0.000805701	0.000805701\\  0.142622
4000	0.231739	0.00082699	0.00082699\\  0.154666

BBP RESULTS
1000	1.983335e-06	6.311857142890964e-06	6.311857142890964e-06\\
1250	0.0022129025	0.00016602737143968195	0.00016602737143968195\\
1500	0.012273574999999998	0.0002963438672688869	0.0002963438672688869\\
1750	0.026827175	0.0002809651750657602	0.0002809651750657602\\
2000	0.04291615	0.0002203865129431051	0.0002203865129431051\\
2250	0.059069474999999996	7.82500467686092e-05	7.82500467686092e-05\\
2500	0.07462435	0.00015428626928453147	0.00015428626928453147\\
2750	0.08949884999999999	0.00019376596849436593	0.00019376596849436593\\
3000	0.10364725	0.0001485352336534601	0.0001485352336534601\\
3250	0.117144	0.00013873786976048615	0.00013873786976048615\\
3500	0.13012125000000002	8.78721680868857e-05	8.78721680868857e-05\\
3750	0.14261625	0.00010382756473628583	0.00010382756473628583\\
4000	0.154599	0.0001642740435156832	0.0001642740435156832\\
